city,customer_age,customer_name,customer_segment,discount,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code,
Odenton,26,Keith Dawkins,Home Office,0.18,06-09-2019,e19afd57-19e6-4e3e-8553-348df910515f,Critical,47,0.38,Office Supplies,Small Box,Park Ridge Embossed Executive Business Envelopes,Envelopes,6618.18436,East,723.33,14-09-2019,Express Air,68.10923045,Maryland,15.57,21113,
Boca Raton,68,Carlos Meador,Consumer,0.1,03-07-2021,a819fdc6-0345-4dda-8ea9-fa8f47d6c1cc,Medium,42,0.41,Furniture,Small Pack,Executive Impressions 14,Office Furnishings,-734.10258,South,929.46,06-07-2021,Express Air,717.7907945,Florida,22.23,33433,
Dublin,26,Olvera Toch,Home Office,0,15-01-2022,c4948d87-1d77-4b06-a366-80080de4725b,Critical,18,0.54,Furniture,Wrap Bag,Master Big Foot Doorstop  Beige,Office Furnishings,21425.7746,East,95.04,16-01-2022,Express Air,91.62904931,Ohio,5.28,43017,
Huntington,80,Anne Pryor,Corporate,0.14,09-04-2021,e5f2798e-ece4-456d-b00e-df08cba7d0dc,High,49,0.69,Technology,Small Pack,IBM 3.5 DS/HD IBM Formatted Diskettes  50/Pack,Computer Peripherals,11276.31084,East,918.75,16-04-2021,Express Air,385.4001663,West Virginia,18.89,25705,
Sunnyvale,22,Keith Dawkins,Corporate,0.16,07-08-2019,34863991-6bfd-4f5a-8b90-489d95d069ec,Medium,47,0.56,Technology,Small Box,5180,Telephones and Communication,1583.2719,West,3094.01,13-08-2019,Delivery Truck,956.0257775,California,65.99,94086,
Rocklin,66,Alan Schoenberger,Small Business,0.13,01-01-2020,24a2fcb4-c67e-4986-b01e-4c345a910fa9,Critical,35,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,26916.43281,West,253.75,06-01-2020,Delivery Truck,80.34407419,California,7.38,95677,
Germantown,88,Stefania Perrino,Corporate,0.02,03-01-2022,045c95fc-479f-4ddd-bda1-5112e1ca20e0,Low,13,0.56,Technology,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,-12372.1935,South,376.61,11-01-2022,Delivery Truck,59.5791156,Tennessee,28.99,38138,
Dix Hills,77,Herbert Flentye,Corporate,0.04,09-12-2021,6831ad7c-b227-46c0-a10d-1612368ad490,High,35,0.38,Office Supplies,Small Box,Xerox 1989,Paper,15100.49839,East,172.9,18-12-2021,Express Air,76.45395183,New York,4.98,11746,
Tempe,48,Eric Murdock,Home Office,0.11,05-12-2021,fb772a5a-de43-44b3-93e7-0560418dbbc4,Not Specified,22,0.46,Office Supplies,Wrap Bag,Avery Hi-Liter Comfort Grip Fluorescent Highlighter  Yellow Ink,Pens & Art Supplies,9449.88159,West,40.48,15-12-2021,Express Air,42.86735726,Arizona,1.95,85281,
Eureka,24,Jeremy Ellison,Small Business,0.1,09-05-2021,5515b145-65c1-4c91-8145-0d120d44fe64,Critical,33,0.83,Office Supplies,Large Box,Carina 42Hx23 3/4W Media Storage Unit,Storage & Organization,-932.95203,West,2669.04,13-05-2021,Delivery Truck,1907.629998,California,80.98,95501,
Jupiter,55,Dean Braden,Consumer,0.1,01-10-2020,43f5972a-288a-4e5d-96b2-767cfde9b832,Medium,35,0.6,Furniture,Jumbo Drum,Global Troy Executive Leather Low-Back Tilter,Chairs & Chairmats,-7088.68769,South,17530.8,05-10-2020,Express Air,6589.284088,Florida,500.98,33458,
Medford,62,Hilary Holden,Home Office,0.08,12-09-2021,7a703108-2170-48ae-b632-51d07ccff573,Not Specified,43,0.36,Office Supplies,Wrap Bag,Array Memo Cubes,Paper,-10313.33295,West,219.3,21-09-2021,Regular Air,173.2171376,Oregon,5.18,97504,
West Springfield,74,Tom Zandusky,Corporate,0.16,31-07-2021,0807540e-0045-42e0-9ce2-19abf8b55e52,Not Specified,34,0.71,Office Supplies,Small Box,Fellowes Staxonsteel Drawer Files,Storage & Organization,25067.84217,East,6562.34,05-08-2021,Express Air,5274.090027,MA,193.17,1089,
Carol City,71,Denise Monton,Small Business,0.07,18-03-2022,806b4759-e589-4e57-ae70-d3b8a6895ebe,High,6,0.57,Office Supplies,Small Box,Belkin 5 Outlet SurgeMaster Power Centers,Appliances,13969.70757,South,326.46,23-03-2022,Delivery Truck,119.0498744,Florida,54.48,33055,
Muskegon,81,Max Ludwig,Corporate,0.06,24-02-2020,46f77fa1-1f83-4565-9ed3-0415cb4e35aa,Critical,33,0.39,Office Supplies,Small Box,Avery 507,Labels,19677.03883,Central,93.06,29-02-2020,Express Air,10.51785331,Michigan,2.88,49442,
Asheboro,70,Jill Matthias,Small Business,0.18,04-06-2022,12dfc3db-b468-4c68-8d06-ac7a107fab74,High,8,0.56,Office Supplies,Wrap Bag,Dixon My First Ticonderoga Pencil  #2,Pens & Art Supplies,-9934.36788,South,45.36,11-06-2022,Express Air,42.49121514,North Carolina,5.85,27203,
Hopkinton,75,Pete Armstrong,Home Office,0.23,24-05-2020,a69efa6e-1d9e-42f3-a7bb-bbd5c49b0813,Medium,30,0.37,Office Supplies,Small Box,Avery Binder Labels,Binders and Binder Accessories,-12212.30275,East,109.8,26-05-2020,Delivery Truck,107.4882379,MA,3.89,1748,
Pico Rivera,86,Matt Collister,Home Office,0.22,31-07-2020,8852e831-f813-49fc-8cef-c8af32043b34,Not Specified,10,0.37,Office Supplies,Wrap Bag,Advantus SlideClip Paper Clips,Rubber Bands,-12639.79946,West,31.9,07-08-2020,Delivery Truck,20.71247488,California,3.41,90660,
Summit,59,Cathy Hwang,Small Business,0.13,14-12-2022,df53b139-5012-478b-984a-0c419bb67e06,Not Specified,39,0.58,Technology,Small Box,Timeport L7089,Telephones and Communication,21889.83845,East,4908.54,20-12-2022,Delivery Truck,1349.526545,New Jersey,125.99,7901,
Vestavia Hills,79,Jamie Kunitz,Corporate,0.03,31-03-2021,5dff8889-d494-43f5-81a7-14ca78ccb106,Low,20,0.57,Office Supplies,Jumbo Drum,Sanyo Counter Height Refrigerator with Crisper  3.6 Cubic Foot  Stainless Steel/Black,Appliances,5820.11441,South,6562.2,08-04-2021,Regular Air,4990.790222,Alabama,328.14,35216,
Indianapolis,71,Jamie Frazer,Small Business,0.18,22-07-2021,4e9ae7d3-69cb-4963-8936-f5ef94cd986f,Medium,49,0.4,Office Supplies,Small Box,Xerox 1951,Paper,17532.49215,Central,1509.2,24-07-2021,Regular Air,496.6319614,Indiana,30.98,46203,
Cheyenne,45,Edward Nazzal,Corporate,0.19,05-12-2019,fefa67d2-c698-44e3-83b5-d1bb5974f90e,Medium,24,\N,\N,\N,TOPS Money Receipt Book  Consecutively Numbered in Red,\N,14597.23502,West,\N,08-12-2019,Regular Air,\N,Wyoming,\N,82001,
Smithfield,81,Sonia Sunley,Consumer,0.09,08-11-2020,f5a111b7-6e41-487b-a3f1-650a7e3e2e9a,High,25,0.36,Office Supplies,Wrap Bag,Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book,Paper,26604.62804,East,159,11-11-2020,Regular Air,32.24206602,Rhode Island,6.45,2917,
Suffolk,80,Nicole Brennan,Small Business,0.24,17-12-2021,bb802a90-d10b-441a-ac1a-7e3bea7913e2,Critical,38,0.58,Office Supplies,Small Box,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,Appliances,9607.18329,South,3967.58,19-12-2021,Delivery Truck,509.7527126,Virginia,104.65,23434,
West Hollywood,58,Sean Braxton,Corporate,0.22,18-01-2020,93e463bb-f411-4c74-9d15-5840deaec223,Critical,36,0.69,Furniture,Jumbo Drum,Hon Valutask Swivel Chairs,Chairs & Chairmats,-1212.44595,West,3627.36,25-01-2020,Regular Air,452.115716,California,100.98,90069,
Coventry,60,Don Miller,Consumer,0.01,31-05-2022,e58839a5-a1d7-421b-b4dd-d910ea31b13b,High,2,0.4,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,16594.11183,East,18.1,09-06-2022,Express Air,14.55956571,Rhode Island,9.06,2816,
Highland Park,30,Laurel Beltran,Home Office,0.14,02-07-2020,bc4923c3-e817-4336-a258-0ca5b0467130,Not Specified,1,0.57,Furniture,Small Box,Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry,Office Furnishings,13571.12202,Central,10.5,05-07-2020,Express Air,9.636068044,Illinois,10.64,60035,
Tupelo,38,Keith Dawkins,Consumer,0.08,24-05-2021,42a5c690-91df-49e0-b373-9f32b318e579,High,19,0.59,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,9415.36727,South,5314.87,02-06-2021,Express Air,4517.903657,Mississippi,279.81,38801,
Orland Park,63,Brenda Bowman,Consumer,0.16,20-04-2022,12480ad5-c26f-4115-ae19-f06a36b1cfc4,High,17,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,14414.10745,Central,28.05,28-04-2022,Regular Air,27.09081841,Illinois,1.81,60462,
Keizer,32,Lindsay Castell,Home Office,0.08,12-07-2020,c7e88ab6-2ef1-4502-936f-ba0a0b39da19,Medium,23,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-4179.16559,West,89.7,18-07-2020,Express Air,31.46570687,Oregon,3.98,97303,
Houma,75,Nathan Gelder,Small Business,0.24,12-04-2019,59b21522-b531-4bc6-9018-118d3cf58aa0,Low,19,0.58,Technology,Small Box,ELITE Series,Telephones and Communication,4779.89137,South,3909.25,16-04-2019,Express Air,619.1690569,Louisiana,205.99,70364,
Lehi,51,Roland Black,Consumer,0.08,08-06-2020,ab8f63d8-768b-47ea-abab-1ed601459da2,Medium,48,0.78,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,-11640.43456,West,5325.6,18-06-2020,Regular Air,4152.947756,Utah,111.03,84043,
Casper,65,Sally Hughsby,Home Office,0.19,13-04-2019,9b845af5-5ed6-4e82-b20c-e9c02c4106d6,High,2,0.37,Office Supplies,Small Box,Xerox 1986,Paper,16368.33659,West,12.98,20-04-2019,Delivery Truck,3.215927047,Wyoming,6.68,82604,
Boca Raton,89,Maxwell Schwartz,Home Office,0.19,28-10-2021,8e6361f4-1657-4dbe-a806-9f35560717f4,Not Specified,13,0.37,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,49.8214,South,400.27,03-11-2021,Express Air,180.8882775,Florida,30.98,33433,
Garfield Heights,31,Sam Craven,Corporate,0.05,30-10-2021,df2420ad-f5ef-4db5-ad6d-db73e1177790,Medium,35,0.36,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,16657.90132,East,91.35,01-11-2021,Regular Air,54.96079545,Ohio,2.66,44125,
Hampton,71,Laurel Beltran,Corporate,0.18,04-06-2021,78726c2e-ae96-437a-bbfd-6c58bbd581da,Medium,12,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,20691.50291,South,57.6,13-06-2021,Regular Air,15.49306025,Virginia,4.98,23666,
El Dorado Hills,52,Joy Daniels,Small Business,0.11,02-08-2021,09015e5d-314c-44e8-928f-4586483cbca5,Medium,24,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,27064.91652,West,110.4,12-08-2021,Delivery Truck,41.69618391,California,4.71,95630,
Beaverton,88,Muhammed Yedwab,Corporate,0.2,23-02-2020,96599dfe-d220-4afd-becb-ffcc5dc805c4,High,10,0.36,Office Supplies,Small Box,Xerox 1882,Paper,24134.47216,West,557.8,26-02-2020,Delivery Truck,461.9333185,Oregon,55.98,97005,
Oxnard,64,Bradley Nguyen,Consumer,0.13,22-10-2019,0a70b534-8ce1-42a5-9686-83fb5303d8f1,Low,40,0.51,Technology,Small Box,Logitech Cordless Access Keyboard,Computer Peripherals,4122.93977,West,1194.4,25-10-2019,Express Air,191.1015375,California,29.99,93030,
Lehigh Acres,88,Greg Tran,Small Business,0.09,27-10-2020,a18236f2-39c1-4453-9201-fe715c1983a0,High,30,0.36,Office Supplies,Small Box,GBC ProClick Punch Binding System,Binders and Binder Accessories,-1598.60781,South,1916.7,29-10-2020,Regular Air,117.5686547,Florida,63.98,33971,
Revere,71,Guy Phonely,Consumer,0.24,03-06-2020,035c5f1b-36d4-4b72-b608-37ea67d31054,Medium,10,0.61,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Storage & Organization,-732.72146,East,330.5,10-06-2020,Express Air,265.4464663,MA,33.29,2151,
Riverview,48,Pauline Chand,Corporate,0.15,18-05-2020,b178002a-a451-4adc-88af-502f548c3150,Medium,17,0.37,Office Supplies,Small Box,Xerox 215,Paper,24588.30026,South,107.61,27-05-2020,Delivery Truck,96.12016661,Florida,6.48,33569,
Tempe,45,Carlos Daly,Corporate,0.04,13-04-2021,2db54603-28eb-4581-a1d5-78cf1ae4ec37,Not Specified,12,0.37,Office Supplies,Small Box,Xerox 207,Paper,-6627.62224,West,77.28,18-04-2021,Delivery Truck,40.69740632,Arizona,6.48,85281,
Edmonds,40,Max Ludwig,Home Office,0.05,01-02-2022,909add9b-3b74-4e35-b14d-406bbce0e354,High,34,0.65,Office Supplies,Jumbo Drum,Sauder Facets Collection Locker/File Cabinet  Sky Alder Finish,Storage & Organization,14921.80943,West,12611.62,10-02-2022,Regular Air,6656.352751,Washington,370.98,98026,
Ferguson,66,Jennifer Jackson,Home Office,0.06,05-01-2020,a1322332-b017-45b1-b96c-e9934224c4b4,Low,42,0.55,Office Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,18304.33961,Central,920.64,07-01-2020,Delivery Truck,77.48796767,MO,21.98,63135,
Highlands Ranch,90,Ryan Crowe,Small Business,0.12,19-07-2022,8cbbd020-67ba-4232-b10b-e06db8f56ac8,Medium,47,0.4,Office Supplies,Small Box,Xerox 197,Paper,23704.69775,West,1450.42,26-07-2022,Delivery Truck,711.8082951,Colorado,30.98,80126,
Waltham,51,Jamie Frazer,Consumer,0.25,18-08-2020,ac906b7e-c9c3-43f7-aae7-b4529ba687da,High,46,0.56,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,25771.05262,East,8175.58,20-08-2020,Regular Air,4049.87488,MA,177.98,2451,
Cherry Hill,72,Edward Nazzal,Home Office,0.2,16-09-2022,cf877578-a074-4b62-a877-d5f66773096c,Not Specified,19,0.38,Office Supplies,Small Box,Ames Color-File Green Diamond Border X-ray Mailers,Envelopes,8128.98293,East,1591.82,21-09-2022,Regular Air,1530.485764,New Jersey,83.98,8002,
Shakopee,67,Shirley Daniels,Home Office,0.08,07-11-2020,2accfc7a-11fa-416d-988a-0685015f7e32,Not Specified,11,0.49,Technology,Small Box,AT&T Black Trimline Phone  Model 210,Office Machines,14520.89811,Central,175.01,09-11-2020,Regular Air,46.4337948,Minnesota,15.99,55379,
Clifton,35,Lindsay Shagiari,Home Office,0.2,15-07-2019,2f35b886-4e10-49dc-a48f-45b8b6310f1d,Not Specified,34,0.37,Office Supplies,Wrap Bag,Post-it  Important Message Note Pad  Neon Colors  50 Sheets/Pad,Paper,3487.43886,East,240.72,22-07-2019,Regular Air,217.1565647,New Jersey,7.28,7011,
Carlsbad,45,Irene Maddox,Small Business,0.03,15-06-2020,9b5220eb-2119-49ad-8a40-73004797b044,Low,7,0.65,Furniture,Medium Box,Deflect-o EconoMat Nonstudded  No Bevel Mat,Office Furnishings,-8648.94923,West,361.34,23-06-2020,Delivery Truck,212.0675165,New Mexico,51.65,88220,
Meridian,86,Bobby Odegard,Consumer,0.11,04-11-2022,f804940f-68f7-4be0-9a0b-c21afd07a231,Low,15,0.38,Office Supplies,Small Box,Avery 498,Labels,22560.70495,South,41.7,14-11-2022,Delivery Truck,5.402998983,Mississippi,2.89,39301,
North Port,88,Amy Cox,Small Business,0.04,04-11-2022,ecb3574a-dbc7-47e2-9426-8a9f0d6925c9,Not Specified,45,0.57,Office Supplies,Small Box,Fellowes Smart Surge Ten-Outlet Protector  Platinum,Appliances,-2219.70057,South,2708.1,13-11-2022,Regular Air,1262.991178,Florida,60.22,34287,
Orange,82,Joel Jenkins,Consumer,0.12,29-11-2022,cfbd599d-e8ad-4c2c-804c-282c24fa3cdf,Low,20,0.42,Furniture,Wrap Bag,Master Giant Foot Doorstop  Safety Yellow,Office Furnishings,16623.05419,East,149.4,03-12-2022,Delivery Truck,7.114740287,New Jersey,7.59,7050,
Rockford,39,Benjamin Venier,Corporate,0.05,10-06-2022,3428a7c8-6695-4a98-9773-d95c2106a4a1,Critical,46,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel  N  Seal Padded Mailers,Envelopes,24247.75674,Central,1648.64,18-06-2022,Regular Air,1346.46974,Illinois,35.89,61107,
Owasso,45,Rick Duston,Consumer,0.07,11-02-2021,7567ab40-133d-4dc4-b43d-d349f5d278a1,Medium,30,0.6,Office Supplies,Large Box,Hoover Portapower Portable Vacuum,Appliances,14879.84463,Central,132.3,20-02-2021,Regular Air,19.18085512,Oklahoma,4.48,74055,
Rocky Mount,38,Adrian Barton,Home Office,0.08,30-03-2022,26d5c574-bb73-4d14-aa9a-b94712117af8,High,45,0.49,Furniture,Small Pack,DAX Contemporary Wood Frame with Silver Metal Mat  Desktop  11 x 14 Size,Office Furnishings,15816.43868,South,907.2,02-04-2022,Delivery Truck,194.470783,North Carolina,20.24,27801,
Leander,44,Edward Becker,Corporate,0.2,11-06-2020,5c05e012-fd6f-4e87-a013-6c609a945dba,Not Specified,43,0.36,Office Supplies,Small Box,Avery Durable Plastic 1 Binders,Binders and Binder Accessories,-4813.13646,Central,186.62,16-06-2020,Express Air,135.9295363,Texas,4.54,78641,
Holland,75,Phillina Ober,Corporate,0.05,09-02-2021,8ef22a08-2de8-489b-8b4a-2878496cdaf4,Medium,21,0.4,Office Supplies,Small Box,Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1,Binders and Binder Accessories,-6851.61599,Central,155.4,10-02-2021,Express Air,53.31494342,Michigan,7.45,49423,
Ogden,89,Trudy Brown,Consumer,0.21,24-01-2020,76eb9902-c04f-49e0-ae6b-656b33b5e167,Medium,24,0.58,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,4970.40694,West,203.04,30-01-2020,Delivery Truck,183.0803094,Utah,8.67,84404,
Ozark,65,Christy Brittain,Small Business,0.24,04-07-2020,1ea2883c-ce27-483f-9e5d-be570ec4d7b0,High,7,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,20941.39028,Central,1265.18,07-07-2020,Delivery Truck,1108.434444,MO,180.98,65721,
Arlington Heights,36,Ann Chong,Corporate,0.18,18-06-2022,fbaeb596-a0ee-4a6f-a3ff-c0a22ac4579d,High,10,0.4,Technology,Jumbo Drum,Hewlett-Packard Business Color Inkjet 3000 [N  DTN] Series Printers,Office Machines,17301.03032,Central,8083.1,24-06-2022,Express Air,1743.4557,Illinois,808.49,60004,
Ontario,38,Gary McGarr,Small Business,0.08,05-07-2020,957a663b-10b1-46e3-ae23-aeda31691aa6,Medium,16,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,4329.04098,West,239.36,10-07-2020,Express Air,54.67317187,California,15.04,91761,
Mentor,26,Robert Waldorf,Consumer,0.17,21-08-2022,1fb615e5-7a68-44c0-87f6-a4470f638d69,Low,38,0.43,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,-2483.30323,East,310.46,29-08-2022,Express Air,140.3493395,Ohio,8.34,44060,
Lacey,36,Richard Eichhorn,Home Office,0.02,16-11-2020,7a79f62a-5f38-47c9-b145-5bdfe5a0e051,High,13,0.43,Technology,Small Pack,Verbatim DVD-R  3.95GB  SR  Mitsubishi Branded  Jewel,Computer Peripherals,9136.6019,West,288.86,17-11-2020,Regular Air,128.7003717,Washington,22.24,98503,
South Hadley,69,Vivek Gonzalez,Consumer,0.06,23-12-2021,07076274-b1c1-4a61-94e0-0e57c495d5d3,Medium,23,0.39,Technology,Medium Box,Hewlett Packard 6S Scientific Calculator,Office Machines,24746.05615,East,297.39,27-12-2021,Regular Air,181.9278358,MA,12.99,1075,
West Mifflin,83,Maribeth Dona,Home Office,0.06,17-08-2022,9c152ded-6b2d-4ff9-a12d-aaa869acb404,Medium,18,0.43,Furniture,Small Box,Eldon 200 Class Desk Accessories  Burgundy,Office Furnishings,8419.28854,East,111.96,21-08-2022,Delivery Truck,68.49128501,Pennsylvania,6.28,15122,
North Miami Beach,42,Paul Knutson,Consumer,0.18,24-09-2019,4a96bbbc-2875-44dd-9cac-9cfa9fb5ad87,Critical,17,0.49,Furniture,Small Pack,DAX Wood Document Frame,Office Furnishings,5586.36282,South,230.35,30-09-2019,Express Air,71.14132838,Florida,13.73,33160,
Immokalee,70,Emily Grady,Corporate,0.16,10-10-2021,876d2db0-0740-485b-827e-9411e7b60995,Low,18,0.57,Office Supplies,Small Box,Companion Letter/Legal File  Black,Storage & Organization,-472.39018,South,676.8,17-10-2021,Delivery Truck,230.7433522,Florida,37.76,34142,
Haverhill,37,Becky Castell,Consumer,0.14,08-11-2020,cb2ecbea-866c-4721-a063-66c2c035b84c,Critical,43,0.74,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-11111.73872,East,245.1,11-11-2020,Express Air,61.48979749,MA,5.84,1832,
Haverhill,37,Becky Castell,Consumer,0.14,08-11-2020,0cf58914-41c3-4f4e-9bce-d046d9a23556,Critical,43,0.74,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-11111.73872,East,3906.12,11-11-2020,Express Air,3009.730532,MA,90.98,1832,
Mason City,48,Grace Kelly,Consumer,0.18,06-11-2019,3a587f45-3e50-466e-b1da-cfb8bd9a3cac,Medium,1,0.39,Office Supplies,Small Box,Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl,Binders and Binder Accessories,-2886.38832,Central,8.51,10-11-2019,Express Air,0.839637784,Iowa,8.69,50401,
Huber Heights,37,Alan Hwang,Home Office,0.19,09-09-2021,3e3d52bb-fd8d-402c-83de-3abc7c4257d3,High,23,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,14039.32938,East,455.17,15-09-2021,Express Air,76.69400422,Ohio,19.98,45424,
Pleasantville,46,Patrick Jones,Corporate,0.2,25-01-2020,3d79673a-a3fc-40ca-907d-5aecfff6829e,Medium,27,0.38,Office Supplies,Small Box,Acco Recycled 2 Capacity Laser Printer Hanging Data Binders,Binders and Binder Accessories,20820.18089,East,384.75,01-02-2020,Delivery Truck,185.878591,New Jersey,14.45,8232,
Northbrook,41,Marc Crier,Small Business,0.03,28-10-2022,a63d601c-3526-4ce7-b9a2-363c96c4b413,Low,18,0.57,Office Supplies,Small Box,Fellowes Smart Surge Ten-Outlet Protector  Platinum,Appliances,24327.95111,Central,1083.42,06-11-2022,Express Air,312.9155249,Illinois,60.22,60062,
Little Rock,51,Patricia Hirasaki,Home Office,0.18,18-10-2020,49ccfb8d-9765-4ee3-b483-4c596c952a6c,High,49,0.55,Technology,Small Box,SC7868i,Telephones and Communication,13378.61896,South,6164.69,19-10-2020,Regular Air,747.5550077,Arkansas,125.99,72209,
Woburn,66,Evan Henry,Consumer,0.22,08-01-2019,10c56d36-202d-484d-bf37-f2e10088e545,Low,2,0.41,Technology,Small Pack,Verbatim 4.7GB DVD-R,Computer Peripherals,-3480.87894,East,66.14,16-01-2019,Delivery Truck,33.9514413,MA,33.29,1801,
Carmel,41,Cathy Hwang,Consumer,0.06,19-05-2020,971ca992-9e29-42bc-8191-577cc17ab7c7,Medium,47,\N,Office Supplies,Large Box,Safco Industrial Wire Shelving,Storage & Organization,18924.21843,Central,4508.71,23-05-2020,Delivery Truck,1509.460733,Indiana,95.99,46032,
Maple Shade,26,Shirley Schmidt,Small Business,0.03,08-10-2019,20a43634-9ceb-4009-a69f-ccc20e2f3137,Low,12,0.6,Office Supplies,Small Box,Hanging Personal Folder File,Storage & Organization,10640.50571,East,188.04,14-10-2019,Express Air,13.02140783,New Jersey,15.7,8052,
La Grange,34,Michelle Moray,Consumer,0.22,10-07-2019,e4d810cc-37a1-4107-8f03-467b7721f99f,Medium,20,0.55,Technology,Small Box,6000,Telephones and Communication,-11653.50765,South,1315.4,19-07-2019,Regular Air,265.705307,Georgia,65.99,30240,
Reisterstown,84,Ellis Ballard,Consumer,0.12,26-02-2022,26ef8b2a-8738-4f37-af60-289178951703,Low,43,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-4033.81179,East,273.48,07-03-2022,Regular Air,163.126769,Maryland,6.48,21136,
Roy,89,Mary Zewe,Small Business,0.04,04-06-2019,cd2daf9e-2ad4-4b3f-b9d5-042dc4f84fa3,High,6,0.36,Technology,Medium Box,Canon F603 Scientific Calculator,Office Machines,24797.49891,West,59.7,06-06-2019,Delivery Truck,41.84872509,Utah,9.99,84067,
Lowell,21,Kelly Williams,Corporate,0.02,28-09-2019,fcdf360a-0506-459d-910d-5fc8fc0e0ed6,Critical,37,0.38,Office Supplies,Small Box,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Binders and Binder Accessories,-3770.52456,East,180.93,02-10-2019,Regular Air,67.03644503,MA,4.91,1852,
Mason,34,Hilary Holden,Corporate,0.1,26-03-2020,fcc3f07b-f5ad-4f52-a8cd-a7addaeece62,Not Specified,3,0.49,Furniture,Small Box,6 Cubicle Wall Clock  Black,Office Furnishings,-11653.89797,East,23.97,27-03-2020,Regular Air,13.67153652,Ohio,8.09,45040,
Durango,83,Scot Wooten,Corporate,0.08,05-09-2022,e757a534-d6f1-4ec0-aef5-5678672b3cf0,Low,7,0.4,Office Supplies,Small Box,Xerox 1927,Paper,-5236.64524,West,29.4,08-09-2022,Regular Air,8.534258769,Colorado,4.28,81301,
Springdale,51,Michael Moore,Small Business,0,19-03-2019,7dccccb2-61a3-4b3b-aafb-324c0323e50f,Not Specified,49,0.4,Office Supplies,Wrap Bag,Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7,Paper,-7693.61232,South,446.39,28-03-2019,Regular Air,254.2188331,Arkansas,9.11,72762,
Vacaville,46,Bill Shonely,Home Office,0.24,30-08-2020,3de32031-ec13-42a6-8012-e34aec07379a,High,36,0.37,Office Supplies,Small Box,Xerox 216,Paper,17362.19882,West,224.64,06-09-2020,Delivery Truck,46.85036966,California,6.48,95687,
West Hollywood,38,Guy Phonely,Home Office,0.03,30-01-2022,a9bf8f4a-a46f-4d37-a732-83d605bf5ed8,Low,9,0.56,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,-2430.09066,West,2438.46,04-02-2022,Express Air,170.0842222,California,270.97,90069,
Lawrence,73,Fred Hopkins,Corporate,0.2,24-02-2020,78ed9133-7e6a-406d-b452-8c3c84f163a0,High,10,0.37,Office Supplies,Small Box,Xerox 1898,Paper,25734.21642,East,64.8,05-03-2020,Regular Air,33.46178752,MA,6.68,1840,
Westland,74,Tracy Blumstein,Corporate,0.17,31-08-2022,013f916e-8fff-4b42-9caa-88c772acf3c7,Low,32,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,23322.26254,Central,2063.36,09-09-2022,Regular Air,710.699618,Michigan,64.65,48185,
Beverly,80,Annie Cyprus,Corporate,0.13,25-10-2020,cfce341f-0400-4f25-b75e-07b63a7895da,Critical,44,0.6,Furniture,Jumbo Box,Hon Metal Bookcases  Black,Bookcases,18150.23368,East,3117.4,04-11-2020,Express Air,638.8642281,MA,70.98,1915,
